,Company name,Ticker,Date of Breach,Date Became Aware of Breach,Date of Disclosure,Number of Records,Information,Stock Price (0 months DoD),Stock Price (1 months DoD),Stock Price (2 months DoD),Stock Price (3 months DoD),Stock Price (4 months DoD),Stock Price (5 months DoD),Stock Price (6 months DoD),Stock Price (7 months DoD),Stock Price (8 months DoD),Stock Price (9 months DoD),Stock Price (10 months DoD),Stock Price (11 months DoD),Stock Price (12 months DoD),median stock forecast,mean stock forecast,count stock forecast,Financial (Type of Info),Intrusion (Type of Info),ND (Type of Info),Other (Type of Info),Personal (Type of Info),Exploit (Attack),Forged Cookies (Attack),Malware (Attack),Misconfiguration (Attack),ND (Attack),Phishing (Attack),Ransomware (Attack),SQLi (Attack),Spoofing (Attack),Unauthorized Access (Attack),Virus (Attack),rootkit (Attack),Construction (Industry),"Finance, Insurance, Real Estate (Industry)",Manufacturing (Industry),Mining (Industry),N/A (Industry),Retail Trade (Industry),Services (Industry),Transportation & Public Utilities (Industry),Wholesale Trade (Industry),Canada (Region),Foreign (Region),US Mid Atlantic (Region),US Midwest (Region),US New England (Region),US Southeast (Region),US Southwest (Region),US West (Region)
491,INTERCONTINENTAL HOTELS GROUP PLC /NEW/,IHG,9/29/2016 - 12/29/2016,,2017-04-14,"1,000 Hotels",Name | Credit Card | Other,53.95328903198242,57.96628189086914,59.33614349365234,58.64067459106445,54.78398132324219,53.16122055053711,57.597469329833984,59.37829208374024,63.38250732421875,69.1886215209961,67.78714752197266,67.31295776367188,63.530033111572266,55.647,57.5875,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
492,GameStop Corp.,GME,Aug-2016 - Feb-2017,,2017-04-07,1338102,Name | Credit Card | Address | Other,21.84000015258789,24.0,21.899999618530277,21.1200008392334,22.170000076293945,19.34000015258789,20.020000457763672,17.829999923706055,19.01000022888184,18.68000030517578,16.139999389648438,16.059999465942383,13.43000030517578,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
493,MCDONALDS CORP,MCD,,,2017-04-01,95000,Name | Address | Email | Phone Number | Other,129.61000061035156,141.14999389648438,150.88999938964844,153.16000366210938,155.13999938964844,159.97000122070312,156.67999267578125,166.91000366210938,171.97000122070312,172.1199951171875,171.13999938964844,157.74000549316406,156.3800048828125,155.0,151.7391304347826,23,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
494,MCDONALDS CORP,MCD,,,2017-03-20,,Username | Address | Phone Number,128.77999877929688,132.63999938964844,148.14999389648438,153.13999938964844,153.88999938964844,157.75999450683594,157.42999267578125,166.5,166.92999267578125,173.38999938964844,176.1199951171875,157.16000366210938,159.00999450683594,146.0,147.6,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
495,LANDAUER INC,,,,2017-03-17,4700,Name | Other,13.289999961853027,13.8100004196167,13.84000015258789,13.949999809265137,14.270000457763672,14.1899995803833,14.420000076293944,14.109999656677246,14.100000381469728,13.770000457763672,13.630000114440918,13.06999969482422,12.729999542236328,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
496,AFLAC INC,AFL,,,2017-03-16,,SSN | Banking Information,36.17499923706055,36.5,36.8650016784668,38.900001525878906,38.935001373291016,40.630001068115234,41.40499877929688,42.09000015258789,42.220001220703125,44.630001068115234,43.19499969482422,44.209999084472656,45.0099983215332,38.5,38.0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
497,DUN & BRADSTREET CORP/NW,,,,2017-03-15,33698126,Name | Email | Phone Number,13.229999542236328,13.8100004196167,13.859999656677246,13.90999984741211,14.260000228881836,14.239999771118164,14.43000030517578,14.149999618530272,13.989999771118164,13.789999961853027,13.630000114440918,13.15999984741211,12.8100004196167,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
498,"MAM SOFTWARE GROUP, INC.",,,,2017-03-14,,Name | Address | SSN | Other,13.239999771118164,13.8100004196167,13.829999923706056,13.850000381469728,14.239999771118164,14.239999771118164,14.5,14.149999618530272,14.010000228881836,13.859999656677246,13.630000114440918,13.229999542236328,12.81999969482422,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
499,NATIONAL BANKSHARES INC,NKSH,Jan-2017,,2017-03-08,,Money,38.650001525878906,38.09999847412109,41.25,41.45000076293945,41.5,37.900001525878906,38.95000076293945,45.04999923706055,43.5,45.45000076293945,45.25,39.75,41.84999847412109,40.0,40.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
500,NATIONAL BANKSHARES INC,NKSH,May-2016,,2017-03-08,,Money,38.650001525878906,38.09999847412109,41.25,41.45000076293945,41.5,37.900001525878906,38.95000076293945,45.04999923706055,43.5,45.45000076293945,45.25,39.75,41.84999847412109,40.0,40.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
501,Spiral Toys Inc.,,,,2017-02-27,820000,Email | Passwords | Other,13.670000076293944,13.56999969482422,13.779999732971191,13.859999656677246,14.170000076293944,14.350000381469728,14.210000038146973,14.1899995803833,13.90999984741211,13.93000030517578,13.760000228881836,13.460000038146973,13.029999732971191,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
502,"Lumen Technologies, Inc.",LUMN,1/30/2017 - 2/1/2017,2017-02-01 00:00:00,2017-02-20,8161,Name | Address | SSN | Other,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
503,COLUMBIA SPORTSWEAR CO,COLM,12/14/2016 - 2/6/2017,2017-02-06 00:00:00,2017-02-09,,Name | Address | Phone Number | Credit Care | Other (Financial) | Username | Password,53.790000915527344,55.209999084472656,58.13999938964844,57.15999984741211,55.77999877929688,57.540000915527344,59.43000030517578,58.25,61.900001525878906,61.61000061035156,69.12999725341797,72.76000213623047,73.30000305175781,64.5,62.9,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
504,Klondex Mines Unlimited Liability Co,,2017-01-20 00:00:00,,2017-02-06,,Name | Address | SSN,13.75,13.550000190734863,13.56999969482422,13.850000381469728,13.899999618530272,14.239999771118164,14.350000381469728,14.460000038146973,14.09000015258789,13.829999923706056,13.93000030517578,13.829999923706056,13.260000228881836,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
505,"Walgreens Boots Alliance, Inc.",WBA,,,2017-02-03,4500,ND,80.58999633789062,86.73999786376953,82.94999694824219,85.80999755859375,83.0999984741211,78.12999725341797,81.02999877929688,81.22000122070312,76.5999984741211,66.77999877929688,71.44999694824219,74.94999694824219,73.55999755859375,92.4,77.62266666666666,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
506,INTERCONTINENTAL HOTELS GROUP PLC /NEW/,IHG,8/1/2016 - 12/15/2016,2016-12-28 00:00:00,2017-02-03,12 hotels,Credit Card | Name | Other,51.14551544189453,52.11447525024414,53.4908332824707,58.76504135131836,60.75869369506836,58.02950286865234,59.79978942871094,53.04531097412109,55.679664611816406,59.29399490356445,62.402530670166016,67.2286605834961,68.77766418457031,52.4385,52.20133333333334,18,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
507,Sunrun Inc.,RUN,,2017-01-20 00:00:00,2017-02-02,4000,Name | Address | SSN | Other,5.570000171661377,5.619999885559082,5.400000095367432,5.380000114440918,5.130000114440918,7.119999885559082,7.440000057220459,6.769999980926514,5.53000020980835,5.739999771118164,5.440000057220459,5.920000076293945,6.070000171661377,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
508,AXIS CAPITAL HOLDINGS LTD,AXS,2016-12-12 00:00:00,2016-12-12 00:00:00,2017-01-30,,Name | Banking Information,64.22000122070312,69.30000305175781,66.7699966430664,65.9000015258789,64.66000366210938,64.76000213623047,63.880001068115234,60.77999877929688,57.310001373291016,54.369998931884766,53.560001373291016,50.2599983215332,50.470001220703125,67.5,58.95666666666667,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
509,"eHealth, Inc.",EHTH,,2017-01-20 00:00:00,2017-01-27,1400,Name | Address | SSN,12.369999885559082,11.729999542236328,11.329999923706056,11.510000228881836,18.40999984741211,18.11000061035156,18.540000915527344,22.86000061035156,23.399999618530277,21.920000076293945,22.40999984741211,17.670000076293945,19.15999984741211,11.5,11.5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
510,"WELLCARE HEALTH PLANS, INC.",,2016-08-08 00:00:00,2016-12-27 00:00:00,2017-01-27,24809,Name | Address | SSN |Other,13.609999656677246,13.670000076293944,13.56999969482422,13.779999732971191,13.859999656677246,14.170000076293944,14.350000381469728,14.210000038146973,14.1899995803833,13.90999984741211,13.93000030517578,13.760000228881836,13.460000038146973,,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
511,MARIN SOFTWARE INC,MRIN,,,2017-01-27,,SSN | Address | Email | Other,15.75,16.100000381469727,12.25,12.949999809265137,9.800000190734863,8.260000228881836,8.399999618530273,7.699999809265137,12.949999809265137,14.100000381469728,9.399999618530272,10.390000343322754,9.5,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
512,UGI CORP /PA/,UGI,,,2017-01-26,1900,SSN | Address | Email | Other,46.29999923706055,48.16999816894531,49.970001220703125,49.65999984741211,50.95000076293945,49.68000030517578,50.68000030517578,49.38999938964844,47.68000030517578,47.66999816894531,47.45000076293945,46.47999954223633,47.54999923706055,45.0,46.6,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
513,"POPEYES LOUISIANA KITCHEN, INC.",,5/5/2016 - 8/18/2016,,2017-01-19,,Name | Credit Card | Other,13.6899995803833,13.630000114440918,13.329999923706056,13.81999969482422,13.779999732971191,13.960000038146973,14.34000015258789,14.239999771118164,14.350000381469728,14.039999961853027,14.09000015258789,13.710000038146973,13.59000015258789,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
514,Booz Allen Hamilton Holding Corp,BAH,,,2017-01-03,,Name | Other,35.720001220703125,34.470001220703125,36.20000076293945,35.08000183105469,35.58000183105469,39.220001220703125,32.54999923706055,34.02000045776367,34.65999984741211,37.68999862670898,37.810001373291016,38.54999923706055,37.959999084472656,39.5,39.5,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
515,Western Union CO,WU,Jul-2016,,2016-12-20,,SSN | Other,21.6200008392334,21.1299991607666,19.81999969482422,20.209999084472656,19.780000686645508,19.01000022888184,19.100000381469727,19.18000030517578,18.8799991607666,19.049999237060547,19.86000061035156,19.68000030517578,19.59000015258789,18.0,19.8,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
516,LINKEDIN CORP,,,,2016-12-17,55000,Email | Password (Encrypted),13.31999969482422,13.6899995803833,13.609999656677246,13.289999961853027,13.8100004196167,13.84000015258789,13.949999809265137,14.270000457763672,14.1899995803833,14.420000076293944,14.109999656677246,14.100000381469728,13.770000457763672,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
517,"WARNER MEDIA, LLC",,Nov-2016,2016-11-12 00:00:00,2016-12-16,,Name | Email | Password,13.270000457763672,13.649999618530272,13.619999885559082,13.31999969482422,13.8100004196167,13.859999656677246,13.989999771118164,14.260000228881836,14.130000114440918,14.420000076293944,14.109999656677246,14.050000190734863,13.770000457763672,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
518,SIRIUS XM HOLDINGS INC.,SIRI,2016-12-04 00:00:00,,2016-12-16,,Address | Email | Other,4.489999771118164,4.610000133514404,4.880000114440918,5.300000190734863,5.099999904632568,4.78000020980835,5.179999828338623,5.480000019073486,5.599999904632568,5.510000228881836,5.699999809265137,5.380000114440918,5.369999885559082,1.95,3.055,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
519,AMERIPRISE FINANCIAL INC,AMP,,,2016-12-15,350,SSN | Other (Financial),112.93000030517578,115.2699966430664,127.80999755859376,132.41000366210938,126.2300033569336,128.77000427246094,127.83000183105467,134.74000549316406,145.13999938964844,139.00999450683594,152.91000366210938,157.11000061035156,165.4499969482422,65.5,71.4875,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
520,ALTABA INC.,,2015 - 2016,,2016-12-14,32000000,Username | Password,13.510000228881836,13.649999618530272,13.729999542236328,13.239999771118164,13.8100004196167,13.829999923706056,13.850000381469728,14.239999771118164,14.239999771118164,14.5,14.149999618530272,14.010000228881836,13.859999656677246,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
521,ALTABA INC.,,2013-08-01 00:00:00,,2016-12-14,3000000000,Name | Email | Phone Number | Password (Encrypted) | Other,13.510000228881836,13.649999618530272,13.729999542236328,13.239999771118164,13.8100004196167,13.829999923706056,13.850000381469728,14.239999771118164,14.239999771118164,14.5,14.149999618530272,14.010000228881836,13.859999656677246,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
522,QUEST DIAGNOSTICS INC,DGX,2016-11-26 00:00:00,,2016-12-12,34000,Name | Other,91.70999908447266,93.2699966430664,93.55999755859376,98.77999877929688,98.2300033569336,107.41000366210938,107.44000244140624,108.55999755859376,106.0999984741211,108.2300033569336,91.4499969482422,92.0500030517578,97.0999984741211,92.0,92.8,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
523,YUM BRANDS INC,YUM,,,2016-12-09,1200000,Email | Password,64.36000061035156,64.5999984741211,66.58999633789062,64.08000183105469,64.27999877929688,69.13999938964844,73.97000122070312,73.48999786376953,74.19999694824219,76.4800033569336,76.0,81.12999725341797,83.31999969482422,69.0,71.33333333333333,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
524,Aon plc,AON,2016-07-07 00:00:00,,2016-11-29,55,Name | SSN | Address | Phone Number | Other,112.77999877929688,111.72000122070312,113.38999938964844,115.6500015258789,118.87999725341795,119.83999633789062,130.00999450683594,133.97999572753906,138.6699981689453,138.3800048828125,146.9499969482422,146.17999267578125,139.94000244140625,124.0,124.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
525,Hewlett Packard Enterprise Co,HPE,,2016-10-27 00:00:00,2016-11-23,134386,Name | SSN,13.292205810546877,13.80947971343994,13.117843627929688,14.402311325073242,13.07715892791748,14.072924613952637,14.577191352844238,12.940263748168944,13.972071647644045,13.708300590515137,14.260000228881836,14.25,13.100000381469728,25.0,24.4,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
526,Madison Square Garden Sports Corp.,MSGS,11/9/2015 - 10/24/2016,,2016-11-21,,Credit Card,123.75178527832033,124.71469116210938,121.02710723876952,126.0627670288086,141.57632446289062,143.33096313476562,140.48501586914062,139.42225646972656,150.21397399902344,151.5406494140625,153.0955810546875,156.47645568847656,153.35235595703125,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
527,SIRIUS XM HOLDINGS INC.,SIRI,2016-10-31 00:00:00,,2016-11-11,,Email | Address | Other,4.309999942779541,4.539999961853027,4.630000114440918,4.730000019073486,5.190000057220459,5.099999904632568,4.849999904632568,5.199999809265137,5.340000152587891,5.5,5.53000020980835,5.650000095367432,5.340000152587891,1.51,1.6233333333333333,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
528,Walmart Inc.,WMT,,,2016-11-07,14600,Email | Password,69.77999877929688,70.36000061035156,68.26000213623047,66.4000015258789,69.87999725341797,71.43000030517578,76.5,78.93000030517578,75.47000122070312,81.27999877929688,80.08000183105469,79.0,88.69999694824219,72.0,71.03285714285714,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
529,"CISCO SYSTEMS, INC.",CSCO,Aug-2015 - Sep-2015 | Jul-2016 - Aug-2016,2016-08-18 00:00:00,2016-11-02,,Name | Address | Email | Phone Number | Username | Password | Other,30.479999542236328,29.450000762939453,30.21999931335449,30.5,34.439998626708984,33.79999923706055,33.970001220703125,31.81999969482422,31.299999237060547,31.649999618530277,32.29999923706055,33.75,34.619998931884766,32.5,32.666666666666664,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
530,"NIKE, Inc.",NKE,9/2/2016 - 10/12/2016,2016-10-12 00:00:00,2016-10-28,,ND,51.88999938964844,51.0099983215332,51.290000915527344,53.18999862670898,57.68999862670898,55.93000030517578,55.470001220703125,52.59000015258789,52.95000076293945,58.150001525878906,53.72999954223633,52.66999816894531,55.959999084472656,56.5,64.75,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
531,"Vera Bradley, Inc.",VRA,7/25/2016 - 9/23/2016,2016-09-15 00:00:00,2016-10-12,,Credit Card,14.539999961853027,14.720000267028809,12.31999969482422,11.8100004196167,10.8100004196167,9.399999618530272,9.010000228881836,8.609999656677246,8.920000076293945,9.09000015258789,10.020000457763672,8.420000076293945,8.020000457763672,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
532,"Jive Software, Inc.",,,2016-08-24 00:00:00,2016-09-23,,Email | Password,15.119999885559082,14.40999984741211,13.390000343322754,13.449999809265137,13.6899995803833,13.640000343322754,13.40999984741211,13.81999969482422,13.850000381469728,14.079999923706056,14.34000015258789,14.270000457763672,14.229999542236328,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
533,ALTABA INC.,,1905-07-04 00:00:00,1905-07-06 00:00:00,2016-09-22,500000000,Username | Password (Encrypted),15.079999923706056,14.40999984741211,13.260000228881836,13.420000076293944,13.600000381469728,13.630000114440918,13.390000343322754,13.81999969482422,13.850000381469728,14.09000015258789,14.34000015258789,14.239999771118164,14.18000030517578,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
534,SS&C Technologies Holdings Inc,SSNC,,,2016-09-15,,Money,31.88999938964844,31.81999969482422,31.149999618530277,28.90999984741211,31.43000030517578,32.63999938964844,36.0099983215332,35.63999938964844,37.27000045776367,38.470001220703125,39.84000015258789,37.83000183105469,37.959999084472656,39.0,39.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
535,PAR TECHNOLOGY CORP,PAR,,,2016-08-11,,ND,5.190000057220459,5.090000152587891,5.300000190734863,5.400000095367432,5.309999942779541,5.579999923706055,6.510000228881836,6.519999980926514,7.320000171661377,8.350000381469727,8.479999542236328,8.670000076293945,9.329999923706056,,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
536,ORACLE CORP,ORCL,,,2016-08-08,,Email | Password ,41.15999984741211,41.25,38.709999084472656,39.09000015258789,40.31999969482422,38.45000076293945,40.06999969482422,42.59999847412109,44.290000915527344,45.560001373291016,45.400001525878906,49.34999847412109,49.63999938964844,48.0,48.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
537,TWDC Enterprises 18 Corp.,,7/9/2016 - 7/12/2016,2016-07-12 00:00:00,2016-07-29,356000,Username | Email | Password,15.880000114440918,15.229999542236328,15.34000015258789,14.270000457763672,13.529999732971191,13.420000076293944,13.640000343322754,13.75,13.56999969482422,13.8100004196167,13.859999656677246,14.130000114440918,14.300000190734863,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
538,INTERCONTINENTAL HOTELS GROUP PLC /NEW/,IHG,,,2016-07-26,150,Credit Card,43.86732864379883,48.59099197387695,44.77021789550781,42.93140411376953,46.17961120605469,48.11752700805664,51.64100646972656,51.82818984985352,52.85220336914063,56.25456237792969,59.46259307861328,59.15700912475586,59.810325622558594,47.407,47.41292857142857,14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
539,AMAZON COM INC,AMZN,,,2016-07-10,83999,Name | Address | Password | Other,753.780029296875,768.3099975585938,760.1400146484375,841.7100219726562,771.8800048828125,768.6599731445312,796.9199829101562,821.3599853515625,853.0,907.0399780273438,952.8200073242188,978.3099975585938,996.469970703125,870.0,865.3611111111111,36,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
540,MULTI COLOR Corp,,,,2016-06-15,4602,Name | SSN | Address,15.40999984741211,15.369999885559082,15.460000038146973,15.31999969482422,14.270000457763672,13.40999984741211,13.550000190734863,13.649999618530272,13.699999809265137,13.229999542236328,13.8100004196167,13.859999656677246,13.90999984741211,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
541,"Fidelity National Information Services, Inc.",FIS,,,2016-06-14,,Name | Email | Phone Number | Other,73.44000244140625,77.13999938964844,80.04000091552734,76.69000244140625,76.33000183105469,75.19000244140625,75.33999633789062,77.37000274658203,80.91000366210938,82.72000122070312,80.16000366210938,83.11000061035156,85.73999786376953,92.0,92.0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
542,"TWITTER, INC.",TWTR,,,2016-06-08,32888300,Email | Username | Password,15.0,17.3700008392334,18.200000762939453,19.8700008392334,19.850000381469727,18.40999984741211,19.479999542236328,17.170000076293945,18.26000022888184,15.18000030517578,14.289999961853027,18.309999465942383,17.440000534057617,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
543,PG&E Corp,PCG,,2016-05-11 00:00:00,2016-05-30,47000,Intrusion,60.08000183105469,62.58000183105469,63.93999862670898,62.36000061035156,61.7599983215332,60.9900016784668,60.459999084472656,61.09000015258789,60.58000183105469,66.75,66.62999725341797,67.05000305175781,67.88999938964844,67.0,66.4,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
544,Time Inc.,,2013-06-11 00:00:00,,2016-05-27,427484128,Email | Password,15.199999809265137,15.470000267028809,15.880000114440918,15.15999984741211,15.18000030517578,14.380000114440918,13.300000190734863,13.369999885559082,13.609999656677246,13.670000076293944,13.56999969482422,13.779999732971191,13.859999656677246,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
545,"Cannae Holdings, Inc.",CNNE,3/18/2016 - 4/8/2016,,2016-05-20,,Name | Credit Card,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
546,NOODLES & Co,NDLS,1/31/2016 - 6/2/2016,,2016-05-17,,Credit Card,10.140000343322754,9.729999542236328,9.880000114440918,6.96999979019165,5.929999828338623,4.349999904632568,4.400000095367432,4.800000190734863,4.349999904632568,3.75,4.550000190734863,5.849999904632568,4.550000190734863,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
547,ALTABA INC.,,,,2016-05-12,65469298,Email | Password (Encrypted),15.130000114440918,15.31999969482422,15.880000114440918,15.550000190734863,15.449999809265137,14.699999809265137,13.670000076293944,13.520000457763672,13.56999969482422,13.84000015258789,13.3100004196167,13.760000228881836,13.68000030517578,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
548,BRUNSWICK CORP,BC,,,2016-05-03,13000,Name | Address | Other,49.34999847412109,47.77999877929688,46.540000915527344,48.38999938964844,46.63999938964844,48.900001525878906,42.7599983215332,50.88999938964844,55.380001068115234,59.880001068115234,60.47999954223633,59.77000045776367,56.11000061035156,17.0,17.166666666666668,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
